,name
1219,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
1220,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
1221,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1222,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1223,Beef chow mein or chop suey with noodles
1224,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
1225,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
1226,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1227,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1228,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce"
1229,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce"
1230,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1231,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1232,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1233,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1234,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1235,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1236,Stuffed cabbage rolls with beef and rice
1237,Stuffed grape leaves with beef and rice
1238,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce"
1239,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce"
1240,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
1241,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
1242,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1243,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1244,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
1245,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
1246,"Pot pie, beef"
1247,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1248,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1249,"Stuffed green pepper, Puerto Rican style"
1250,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1251,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1252,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
1253,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1254,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1255,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1256,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1257,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1258,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1259,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1260,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1261,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1262,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1263,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1264,Pork chow mein or chop suey with noodles
1265,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
1266,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
1267,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1268,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1269,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1270,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1271,Sweet and sour pork with rice
1272,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1273,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1274,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy"
1275,Stuffed grape leaves with lamb and rice
1276,"Stew, lamb"
1277,"Stewed rabbit, Puerto Rican style,"
1278,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1279,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1280,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1281,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1282,"Chicken or turkey, potatoes, corn, and cheese, with gravy"
1283,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1284,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1285,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1286,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1287,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
1288,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
1289,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
1290,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
1291,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1292,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1293,"Stew, chicken, with pasta"
1294,"Stew, chicken"
1295,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1296,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1297,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1298,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1299,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
1300,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
1301,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1302,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1303,Chicken or turkey chow mein or chop suey with noodles
1304,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
1305,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
1306,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1307,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
1308,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1309,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1310,"Chicken or turkey, rice, corn, and cheese, with gravy"
1311,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce"
1312,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
1313,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
1314,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
1315,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce"
1316,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
1317,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
1318,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
1319,"Pot pie, chicken"
1320,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
1321,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce"
1322,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
1323,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
1324,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy"
1325,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy"
1326,"Chicken fricassee, Puerto Rican style"
1327,Paella with seafood
1328,Shrimp chow mein or chop suey with noodles
1329,"Shrimp creole, with rice"
1330,"Tuna noodle casserole with vegetables, cream or white sauce"
1331,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce"
1332,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
1333,"Soup, bouillabaisse"
1334,Tuna noodle casserole with vegetables and mushroom sauce
1335,"Codfish with starchy vegetables, Puerto Rican style"
1336,"Biscayne codfish, Puerto Rican style"
1337,"Stew, NFS"
1338,"Chow mein or chop suey, NS as to type of meat, with noodles"
1339,"Paella, NFS"
1340,"Chow mein or chop suey, various types of meat, with noodles"
1341,"Stewed tripe, with potatoes, Puerto Rican style"
1342,Gumbo with rice
1343,Jambalaya with meat and rice
1344,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
1345,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
1346,"Beef shish kabob with vegetables, excluding potatoes"
1347,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
1348,Swiss steak
1349,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce"
1350,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
1351,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce"
1352,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce"
1353,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1354,Beef and broccoli
1355,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1356,Szechuan beef
1357,Hunan beef
1358,"Beef chow mein or chop suey, no noodles"
1359,Kung Pao beef
1360,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
1361,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce"
1362,"Beef and vegetables, Hawaiian style"
1363,Pepper steak
1364,"Beef, ground, with egg and onion"
1365,Beef salad
1366,"Beef taco filling: beef, cheese, tomato, taco sauce"
1367,Stir fried beef and vegetables in soy sauce
1368,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy"
1369,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
1370,"Beef steak with onions, Puerto Rican style"
1371,Cabbage with ham hocks
1372,Ham or pork salad
1373,Frankfurters or hot dogs and sauerkraut
1374,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
1375,Greens with ham or pork
1376,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce"
1377,"Pork and vegetables, Hawaiian style"
1378,Pork and watercress with soy-based sauce
1379,Kung Pao pork
1380,"Moo Shu pork, without Chinese pancake"
1381,Pork and onions with soy-based sauce
1382,Pork hash
1383,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce"
1384,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
1385,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
1386,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
1387,"Pork chow mein or chop suey, no noodles"
1388,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
1389,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
1390,"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
1391,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
1392,"Sausage and peppers, no sauce"
1393,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1394,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce"
1395,"Pork shish kabob with vegetables, excluding potatoes"
1396,"Lamb shish kabob with vegetables, excluding potatoes"
1397,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
1398,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
1399,"Chicken or turkey shish kabob with vegetables, excluding potatoes"
1400,"Chicken or turkey creole, without rice"
1401,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy"
1402,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
1403,"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce"
1404,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce"
1405,Chicken or turkey divan
1406,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1407,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
1408,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
1409,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
1410,General Tso chicken
1411,Moo Goo Gai Pan
1412,Kung pao chicken
1413,Almond chicken
1414,"Chicken or turkey chow mein or chop suey, no noodles"
1415,"Chicken or turkey salad, made with mayonnaise"
1416,Chicken or turkey salad with nuts and/or fruits
1417,Chicken or turkey salad with egg
1418,"Chicken or turkey salad, made with light mayonnaise"
1419,"Chicken or turkey salad, made with mayonnaise-type salad dressing"
1420,"Chicken or turkey salad, made with light mayonnaise-type salad dressing"
1421,"Chicken or turkey salad, made with creamy dressing"
1422,"Chicken or turkey salad, made with light creamy dressing"
1423,"Chicken or turkey salad, made with Italian dressing"
1424,"Chicken or turkey salad, made with light Italian dressing"
1425,"Chicken or turkey salad, made with any type of fat free dressing"
1426,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing"
1427,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing"
1428,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing"
1429,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing"
1430,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing"
1431,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing"
1432,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing"
1433,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing"
1434,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing"
1435,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing"
1436,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce"
1437,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce"
1438,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style"
1439,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style"
1440,Crab salad
1441,Lobster salad
1442,Salmon salad
1443,"Shrimp chow mein or chop suey, no noodles"
1444,"Tuna salad, made with mayonnaise"
1445,"Tuna salad, made with light mayonnaise"
1446,"Tuna salad, made with mayonnaise-type salad dressing"
1447,"Tuna salad, made with light mayonnaise-type salad dressing"
1448,"Tuna salad, made with creamy dressing"
1449,"Tuna salad, made with light creamy dressing"
1450,"Tuna salad, made with Italian dressing"
1451,"Tuna salad, made with light Italian dressing"
1452,"Tuna salad, made with any type of fat free dressing"
1453,Shrimp salad
1454,Seafood salad
1455,Tuna salad with cheese
1456,Tuna salad with egg
1457,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing"
1458,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing"
1459,Crab salad made with imitation crab
1460,"Fish, tofu, and vegetables, tempura"
1461,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing"
1462,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing"
1463,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing"
1464,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing"
1465,Oysters Rockefeller
1466,Lomi salmon
1467,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
1468,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
1469,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1470,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
1471,"Shrimp shish kabob with vegetables, excluding potatoes"
1472,"Shrimp creole, no rice"
1473,Kung Pao shrimp
1474,"Tuna casserole with vegetables and mushroom sauce, no noodles"
1475,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1476,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
1477,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce"
1478,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce"
1479,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
1480,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce"
1481,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
1482,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
1483,"Fish shish kabob with vegetables, excluding potatoes"
1484,"Fried fish with sauce, Puerto Rican style"
1485,"Lobster with sauce, Puerto Rican style"
1486,"Octopus salad, Puerto Rican style"
1487,"Codfish salad, Puerto Rican style, Serenata"
1488,"Chow mein or chop suey, NS as to type of meat, no noodles"
1489,Lau lau
1490,"Antipasto with ham, fish, cheese, vegetables"
1491,"Livers, chicken, chopped, with eggs and onion"
1492,"Liver, beef or calves, and onions"
1493,"Stewed chitterlings, Puerto Rican style"
1494,"Stewed gizzards, Puerto Rican style"
1495,"Gumbo, no rice"
1496,"Sandwich, NFS"
1497,"Sandwich wrap, NFS"
1498,"Barbecue sandwich, NFS"
1499,"Sloppy joe sandwich, on white bun"
1500,"Sloppy joe sandwich, on wheat bun"
1501,"Barbecue beef sandwich, on white bun"
1502,"Barbecue beef sandwich, on wheat bun"
1503,"Cheeseburger slider, from fast food"
1504,"Cheeseburger, NFS"
1505,"Cheeseburger, from fast food, 1 small patty"
1506,Cheeseburger (Burger King)
1507,Whopper Jr with cheese (Burger King)
1508,Cheeseburger (McDonalds)
1509,"Cheeseburger, from school cafeteria"
1510,Cheeseburger slider
1511,"Cheeseburger, on white bun, 1 small patty"
1512,"Cheeseburger, on wheat bun, 1 small patty"
1513,"Cheeseburger, from fast food, 1 medium patty"
1514,Quarter Pounder (McDonalds)
1515,Whopper with cheese (Burger King)
1516,Quarter Pounder with cheese (McDonalds)
1517,"Cheeseburger, on white bun, 1 medium patty"
1518,"Cheeseburger, on wheat bun, 1 medium patty"
1519,"Cheeseburger, on white bun, 1 large patty"
1520,"Cheeseburger, on wheat bun, 1 large patty"
1521,"Double cheeseburger, on white bun, 2 small patties"
1522,"Double cheeseburger, on wheat bun, 2 small patties"
1523,"Double cheeseburger, on white bun, 2 medium patties"
1524,"Double cheeseburger, on wheat bun, 2 medium patties"
1525,"Cheeseburger, from fast food, 1 large patty"
1526,"Double cheeseburger, on white bun, 2 large patties"
1527,"Double cheeseburger, on wheat bun, 2 large patties"
1528,"Double cheeseburger, from fast food, 2 small patties"
1529,Double cheeseburger (Burger King)
1530,Double cheeseburger (McDonalds)
1531,McDouble (McDonalds)
1532,Big Mac (McDonalds)
1533,"Double cheeseburger, from fast food, 2 medium patties"
1534,"Double cheeseburger, from fast food, 2 large patties"
1535,"Hamburger slider, from fast food"
1536,"Hamburger, NFS"
1537,"Hamburger, from fast food, 1 small patty"
1538,Hamburger (Burger King)
1539,Whopper Jr (Burger King)
1540,Hamburger (McDonalds)
1541,"Hamburger, from school cafeteria"
1542,Hamburger slider
1543,"Hamburger, on white bun, 1 small patty"
1544,"Hamburger, on wheat bun, 1 small patty"
1545,"Hamburger, from fast food, 1 medium patty"
1546,"Hamburger, from fast food, 1 large patty"
1547,Whopper (Burger King)
1548,"Hamburger, on white bun, 1 medium patty"
1549,"Hamburger, on wheat bun, 1 medium patty"
1550,"Hamburger, on white bun, 1 large patty"
1551,"Hamburger, on wheat bun, 1 large patty"
1552,"Double hamburger, on white bun, 2 small patties"
1553,"Double hamburger, on wheat bun, 2 small patties"
1554,"Double hamburger, on white bun, 2 medium patties"
1555,"Double hamburger, on wheat bun, 2 medium patties"
1556,"Double hamburger, on white bun, 2 large patties"
1557,"Double hamburger, on wheat bun, 2 large patties"
1558,"Double hamburger, from fast food, 2 small patties"
1559,"Double hamburger, from fast food, 2 medium patties"
1560,"Double hamburger, from fast food, 2 large patties"
1561,Meatball sandwich or sub
1562,Meatloaf sandwich
1563,"Chiliburger, with or without cheese, on bun"
1564,Corned beef sandwich on white
1565,"Corned beef sandwich on white, with cheese"
1566,Corned beef sandwich on wheat
1567,"Corned beef sandwich on wheat, with cheese"
1568,Reuben sandwich
1569,Roast beef sandwich on white
1570,"Roast beef sandwich on white, with cheese"
1571,Roast beef sandwich on wheat
1572,"Roast beef sandwich on wheat, with cheese"
1573,French dip sandwich
1574,Steak sandwich or sub on white
1575,Steak sandwich or sub on wheat
1576,Cheese steak sandwich or sub on white
1577,Cheese steak sandwich or sub on wheat
1578,Gyro sandwich
1579,"Hamburger wrap sandwich, from fast food"
1580,Ham sandwich on white
1581,"Ham sandwich on white, with cheese"
1582,Ham sandwich on wheat
1583,"Ham sandwich on wheat, with cheese"
1584,"Ham sandwich or sub, restaurant"
1585,"Ham sandwich or sub, with cheese, restaurant"
1586,Ham sandwich wrap
1587,Ham salad sandwich on white
1588,Ham salad sandwich on wheat
1589,Cuban sandwich
1590,Barbecue rib sandwich
1591,"Barbecue pork sandwich, on white bun"
1592,"Barbecue pork sandwich, on wheat bun"
1593,Pork sandwich
1594,"Pork sandwich, with cheese"
1595,"Bacon, lettuce, tomato sandwich on white"
1596,"Bacon, lettuce, tomato sandwich on wheat"
1597,Turkey sandwich on white
1598,"Turkey sandwich on white, with cheese"
1599,Turkey sandwich on wheat
1600,"Turkey sandwich on wheat, with cheese"
1601,"Turkey sandwich or sub, restaurant"
1602,"Turkey sandwich or sub, with cheese, restaurant"
1603,Turkey sandwich wrap
1604,"Chicken deli sandwich or sub, restaurant"
1605,"Chicken deli sandwich or sub, with cheese, restaurant"
1606,Chicken salad sandwich on white
1607,Chicken salad sandwich on wheat
1608,Chicken salad sandwich wrap
1609,Club sandwich on white
1610,"Club sandwich on white, with cheese"
1611,Club sandwich on wheat
1612,"Club sandwich on wheat, with cheese"
1613,"Club sandwich or sub, restaurant"
1614,"Barbecue chicken sandwich, on white bun"
1615,"Barbecue chicken sandwich, on wheat bun"
1616,"Chicken fillet sandwich, NFS"
1617,"Chicken fillet sandwich, from school cafeteria"
1618,"Chicken fillet biscuit, from fast food"
1619,"Chicken fillet sandwich, fried, from fast food"
1620,"Chicken fillet sandwich, fried, from fast food, with cheese"
1621,"Chicken fillet sandwich, grilled, from fast food"
1622,"Chicken fillet sandwich, grilled, from fast food, with cheese"
1623,"Chicken fillet sandwich, NS as to fried or grilled, from fast food"
1624,"Chicken fillet sandwich, fried, on white bun"
1625,"Chicken fillet sandwich, fried, on white bun; with cheese"
1626,"Chicken fillet sandwich, fried, on wheat bun"
1627,"Chicken fillet sandwich, fried, on wheat bun, with cheese"
1628,"Chicken fillet sandwich, grilled, on white bun"
1629,"Chicken fillet sandwich, grilled, on white bun, with cheese"
1630,"Chicken fillet sandwich, grilled, on wheat bun"
1631,"Chicken fillet sandwich, grilled, on wheat bun, with cheese"
1632,"Chicken fillet wrap sandwich, fried, from fast food"
1633,"Chicken fillet wrap sandwich, grilled, from fast food"
1634,"Turkey or chicken burger, on white bun"
1635,"Turkey or chicken burger, on wheat bun"
1636,"Fish sandwich, fried, from fast food"
1637,"Fish sandwich, fried, from fast food, with cheese"
1638,Crab cake sandwich
1639,Salmon cake sandwich
1640,Fried seafood sandwich
1641,"Fish sandwich, from school cafeteria"
1642,"Fish sandwich, NFS"
1643,"Fish sandwich, fried, on white bun"
1644,"Fish sandwich, fried, on white bun, with cheese"
1645,"Fish sandwich, fried, on wheat bun"
1646,"Fish sandwich, fried, on wheat bun, with cheese"
1647,"Fish sandwich, grilled"
1648,Fish wrap sandwich
1649,Sardine sandwich
1650,Tuna salad sandwich on white
1651,"Tuna salad sandwich on white, with cheese"
1652,Tuna salad sandwich on wheat
1653,"Tuna salad sandwich on wheat, with cheese"
1654,Tuna salad sandwich wrap
1655,Seafood salad sandwich
1656,Bologna sandwich on white
1657,"Bologna sandwich on white, with cheese"
1658,Bologna sandwich on wheat
1659,"Bologna sandwich on wheat, with cheese"
1660,Corn dog
1661,Pig in a blanket
1662,Salami sandwich on white
1663,"Salami sandwich on white, with cheese"
1664,Salami sandwich on wheat
1665,"Salami sandwich on wheat, with cheese"
1666,Italian sandwich on white
1667,Italian sandwich on wheat
1668,"Italian sandwich or sub, restaurant"
1669,Italian sausage sandwich on white
1670,Italian sausage sandwich on wheat
1671,Spam sandwich
1672,"Hot dog sandwich, NFS, on white bun"
